"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"10000","10000","10000.0","36 months","BAT4467682","16.77","D","D2","MADATIN GRORMET","6 years","OWN","45000","951xx,CA","8.43","0","0","5","0","9107","95.9","15","2781.86","0","0","0","0","152th week","0",,"0","0","1.0"
"9925","9925","9925.0","36 months","BAT3404765","15.31","C","C2","Henningsen cold storage","4 years","RENT","36000","972xx,OR","5.17","0","2","8","0","8513","45.8","11","2155.55","0","0","0","0","100th week","0","0","8513","18600","1.0"
"25000","25000","25000.0","36 months","BAT4318899","7.49","A","A4","President and Secretary","10+ years","RENT","90000","895xx,NV","30.57","1","0","12","0","42229","66.7","26","1708.53","0","0","0","0","57th week","0","0","72167","63300","1.0"
"8800","8800","8800.0","36 months","BAT5260863","9.99","B","B3","Cahsier/ Customer Service","8 years","RENT","20000","770xx,TX","13.51","0","0","8","0","5371","52.7","9","135","0","0","0","0","13th week","0","0","8648","10200","1.0"
"14000","14000","14000.0","60 months","BAT3563724","21.7","E","E2","UC Claims Supervisor","10+ years","MORTGAGE","47000","165xx,PA","21.02","0","2","31","0","15773","70.4","57","2870.7","0","1792.04","322.5672","0","52th week","0","0","285529","22400","1.0"
"10500","10500","10500.0","36 months","BAT6462144","16.29","C","C5","BCFR","9 years","MORTGAGE","45000","327xx,FL","24","1","1","9","0","17396","93","20","2667.41","0","0","0","0","122th week","0",,"0","0","1.0"
"24000","24000","24000.0","60 months","BAT5349407","14.47","C","C2",,"10+ years","MORTGAGE","2.00E+05","212xx,MD","7.21","0","0","12","0","15597","29.8","31","2739.93","0","0","0","0","48th week","0","0","26409","52300","1.0"
"16000","16000","16000.0","60 months","BAT3563724","16.2","C","C4","Funding Analyst","7 years","RENT","54000","754xx,TX","22.42","0","0","10","0","14211","48.8","26","4759.41","0","0","0","0","113th week","0","0","39343","29100","1.0"
"21000","21000","21000.0","36 months","BAT4106493","7.26","A","A4","Driver","3 years","RENT","50000","021xx,MA","30.8","0","0","12","0","17639","62.5","14","238.23","0","0","0","0","9th week","0","0","39274","28200","1.0"
"8000","8000","8000.0","36 months","BAT6612051","11.53","B","B5","Customer Advocate","1 year","OWN","58000","801xx,CO","13.82","4","0","17","0","5853","59.1","31","558.51","0","0","0","0","39th week","0","0","43566","9900","1.0"
"35000","35000","35000.0","36 months","BAT6004464","11.48","B","B5","Investment Strategist","4 years","RENT","2.00E+05","480xx,MI","9","0","0","6","0","41913","77.9","15","0","0","0","0","0","NAth week","0","0","77348","53800","1.0"
"35000","35000","34800.0","36 months","BAT3274746","9.67","B","B1","Sales manager","6 years","MORTGAGE","97500","021xx,MA","19.26","0","3","9","0","5609","8.7","25","4148.74","0","0","0","0","83th week","0","0","29463","64500","1.0"
"18000","18000","17900.0","36 months","BAT4268557","11.53","B","B5","Industrial Engineer","4 years","RENT","65000","606xx,IL","32.26","0","2","32","0","23768","58","53","1384.6","0","0","0","0","39th week","0","0","62291","41000","1.0"
"9500","9500","9500.0","36 months","BAT4106493","12.05","C","C1","mech","10+ years","MORTGAGE","80000","473xx,IN","0.8","0","1","5","0","5348","40.5","16","98.58","0","0","0","0","4th week","0","0","5348","13200","1.0"
"16150","16150","16150.0","60 months","BAT446479","17.57","D","D4","Project Engineer","5 years","RENT","45000","913xx,CA","23.83","0","0","17","0","8332","75.1","26","3476.54","0","0","0","0","74th week","0","0","60144","11100","1.0"
"3000","3000","3000.0","36 months","BAT5241177","10.99","B","B4",,"n/a","MORTGAGE","35000","260xx,WV","17.39","0","0","9","0","1560","27.4","16","76.82","0","0","0","0","13th week","0","0","43072","5700","1.0"
"8000","8000","8000.0","36 months","BAT4106493","9.99","B","B3","Admin Assist","10+ years","RENT","40000","171xx,PA","15.06","0","0","7","0","7237","76.2","15","59.94","0","0","0","1","4th week","0","72","14276","9500","1.0"
"2000","2000","2000.0","36 months","BAT4106493","14.33","C","C5","Corrections Officer","3 years","MORTGAGE","52000","126xx,NY","25.69","3","1","9","0","18040","94.9","20","45.64","0","0","0","0","9th week","0","0","261518","19000","1.0"
"17400","17400","17350.0","36 months","BAT5349407","14.47","C","C2","Foreman","10+ years","MORTGAGE","97000","604xx,IL","17.85","2","2","12","1","17399","66.4","18","3619.29","0","0","0","0","104th week","0","472","134200","26200","1.0"
"18000","18000","17950.0","60 months","BAT3938478","22.4","E","E3","Attorney General's Office- DBM","5 years","MORTGAGE","42000","212xx,MD","28.71","0","0","14","0","17723","70.1","19","5524.88","0","2680.58","482.5044","0","78th week","0","75","34170","25300","1.0"
"16000","16000","16000.0","60 months","BAT5903747","20.99","E","E3","Precision Strip, Inc","10+ years","MORTGAGE","40000","453xx,OH","21.51","0","0","9","0","27905","94.3","22","6069.52","0","0","0","0","109th week","0",,"0","0","1.0"
"21000","21000","21000.0","36 months","BAT6612051","9.99","B","B3","Teacher","10+ years","MORTGAGE","88323","923xx,CA","12.94","0","0","12","0","35750","81.8","24","1267.79","0","0","0","0","35th week","0","0","336156","43700","1.0"
"9400","9400","9400.0","36 months","BAT338166","10.15","B","B2","DIRECTOR","2 years","RENT","24000","650xx,MO","13.1","0","0","23","0","9093","47.9","49","1035.05","0","0","0","0","70th week","0","0","172625","19000","1.0"
"35000","35000","34875.0","60 months","BAT4664105","16.55","D","D2","Aircraft Mechanic","10+ years","MORTGAGE","105000","945xx,CA","12.46","0","0","11","0","36792","66.4","34","1834.85","0","0","0","0","22th week","0","0","298261","55400","1.0"
"19825","19825","19825.0","36 months","BAT4729018","12.69","C","C2","CEO, President, and Owner","10+ years","MORTGAGE","282368","921xx,CA","16.1","0","1","12","0","55990","63.3","29","2018.72","0","0","0","0","48th week","0","0","94298","88400","1.0"
"11200","11200","11200.0","60 months","BAT6612051","17.86","D","D5","HR Generalist","2 years","RENT","62400","477xx,IN","22.09","0","0","8","0","35103","85.8","33","1262.28","15","0","0","0","35th week","0","0","89896","40900","1.0"
"18625","18625","18625.0","36 months","BAT5060554","10.49","B","B3","Senior Cost Estimator","3 years","MORTGAGE","85000","853xx,AZ","27.87","0","2","9","0","2064","39.7","39","1550.83","0","0","0","0","52th week","0","0","103816","5200","1.0"
"15000","15000","15000.0","60 months","BAT6612051","15.61","D","D1","STORE MANAGER","8 years","MORTGAGE","85000","914xx,CA","34.09","0","1","24","0","36737","82.4","52","182.12","0","0","0","0","4th week","0","0","112825","44600","1.0"
"25000","25000","25000.0","36 months","BAT338166","7.12","A","A3","MWD Operator","< 1 year","MORTGAGE","160000","826xx,WY","22.05","1","0","19","0","26057","58","41","1915.8","0","0","0","0","70th week","0","0","261382","44900","1.0"
"21000","21000","21000.0","36 months","BAT6389048","13.67","B","B5","wing it inc","10+ years","RENT","56000","481xx,MI","23.36","0","2","9","0","13760","40.7","15","3770.11","0","0","0","0","113th week","0",,"0","0","1.0"
"9000","9000","9000.0","36 months","BAT5662637","17.57","D","D4","Caseworker","1 year","RENT","50000","156xx,PA","24.48","0","1","10","0","10531","63.4","14","621.62","0","0","0","0","26th week","0","0","77939","16600","1.0"
"6000","6000","6000.0","36 months","BAT6004464","17.86","D","D5",,"n/a","OWN","21840","321xx,FL","33.85","0","0","4","1","3797","64.4","13","104.19","0","0","0","0","4th week","0","0","34576","5900","1.0"
"8000","8000","8000.0","36 months","BAT5260863","8.18","B","B1","Delivery Driver","< 1 year","RENT","39543","800xx,CO","23.95","2","1","9","0","7826","37","17","155.93","0","0","0","2","13th week","0","407","31089","21000","1.0"
"35000","35000","35000.0","36 months","BAT4711174","15.61","C","C4",,"n/a","MORTGAGE","90000","360xx,AL","17.6","0","2","14","0","29912","45.1","44","7885.67","0","0","0","0","104th week","0","0","155688","66300","1.0"
"17000","17000","17000.0","36 months","BAT5319342","11.67","B","B4","RN 2","5 years","MORTGAGE","52000","337xx,FL","25.46","0","1","26","0","13305","69.3","36","2353.91","0","0","0","0","78th week","0","0","174700","19200","1.0"
"3000","3000","3000.0","36 months","BAT5260863","13.33","C","C3","Quality Control","3 years","RENT","58000","546xx,WI","23.38","0","1","12","0","14198","72.1","35","73.67","0","0","0","0","9th week","0","0","29095","19700","1.0"
"22000","18650","18625.0","60 months","BAT3314901","16.45","E","E1","accord eng","10+ years","MORTGAGE","120000","920xx,CA","2.32","2","1","7","0","6524","68","25","2647.75","0","9209.52","3225.01","0","52th week","0",,"0","0","0.0"
"17125","17125","17125.0","36 months","BAT5662637","11.53","B","B5","Middle School Science Teacher","3 years","OWN","38000","856xx,AZ","34.33","0","0","11","0","23954","44","28","906.86","0","0","0","0","26th week","0","0","143533","54500","1.0"
"9400","9400","9400.0","36 months","BAT4268557","17.86","D","D5","football coach  and technician","3 years","OWN","31000","412xx,KY","10.38","0","0","6","0","5127","88.4","10","1024.33","0","0","0","0","44th week","0","0","18950","5800","1.0"
"22000","22000","22000.0","60 months","BAT4664105","12.69","C","C2","Coding Review Specialist","1 year","MORTGAGE","63000","370xx,TN","26.23","0","0","14","0","24098","34","23","1119.48","0","0","0","0","22th week","0","0","128206","70900","1.0"
"5000","5000","5000.0","36 months","BAT4031849","12.35","B","B4","Gulf Power","7 years","MORTGAGE","90000","325xx,FL","24.48","0","1","12","0","19379","79.7","28","948.41","0","0","0","0","122th week","0","0","163674","24300","1.0"
"5000","5000","5000.0","36 months","BAT5662637","13.99","C","C4","Prototype Technician","3 years","MORTGAGE","38000","480xx,MI","32.03","0","0","11","0","5004","45","17","321.98","0","0","0","0","26th week","0","0","74745","11100","1.0"
"25000","25000","25000.0","36 months","BAT3369838","17.77","D","D1","SUNRISE BUICK GMC","10+ years","MORTGAGE","78800","380xx,TN","27.48","0","0","16","0","30246","84.3","31","7239.99","0","0","0","0","139th week","0","0","146378","35900","1.0"
"8000","8000","8000.0","36 months","BAT3404765","15.31","C","C2","Ohio Department of Transportation","< 1 year","MORTGAGE","30000","456xx,OH","17.04","0","2","3","0","591","59.1","11","1975.62","0","0","0","0","135th week","0","0","9232","1000","1.0"
"21000","21000","21000.0","60 months","BAT6612051","20.49","E","E4","Technical Manager","10+ years","RENT","110000","306xx,GA","22.28","0","1","36","0","47893","39.5","63","1017.43","0","0","0","0","13th week","0","0","205959","121100","1.0"
"12000","12000","12000.0","36 months","BAT5642237","5.42","A","A1","Lumos Consulting Group  Inc.","2 years","MORTGAGE","159996","331xx,FL","1.26","0","0","5","0","5585","24.8","15","1027.36","0","0","0","0","161th week","0",,"0","0","1.0"
"12000","12000","12000.0","36 months","BAT5241177","9.17","B","B2","LCSW Counselor","4 years","RENT","56000","300xx,GA","29.58","0","1","15","0","2951","11.7","25","341.17","0","0","0","0","17th week","0","3674","58053","25200","1.0"
"19100","19100","19100.0","60 months","BAT6004464","13.18","C","C3","Staff Accountant","9 years","MORTGAGE","58000","618xx,IL","33.66","0","0","17","0","30850","60.6","23","181.81","0","0","0","0","4th week","0","415","60774","50900","1.0"
"1500","1500","1500.0","36 months","BAT5903747","12.12","B","B3","Lord Corporation","10+ years","RENT","75000","450xx,OH","5.94","0","0","7","0","2884","23.3","10","292.29","0","0","0","0","139th week","0",,"0","0","1.0"
"8000","8000","8000.0","36 months","BAT422167","11.53","B","B5","Sanitation worker","10+ years","RENT","115000","112xx,NY","4.08","0","1","7","0","11862","39.3","9","489.46","0","0","0","0","31th week","0","0","16390","30200","1.0"
"9975","9975","9850.0","36 months","BAT5060554","11.44","B","B4","Journey Designer","10+ years","RENT","66500","019xx,MA","36.96","0","0","13","0","12300","60.3","22","983.07","0","0","0","0","52th week","0","0","92258","20400","1.0"
"7000","7000","7000.0","36 months","BAT5019662","11.99","B","B3","Environmental Tech","7 years","MORTGAGE","79000","404xx,KY","12.21","0","0","8","0","13139","75.5","30","69.95","0","0","0","0","4th week","0","0","43560","17400","1.0"
"35000","35000","35000.0","60 months","BAT5319342","14.49","C","C4","Police Officer","10+ years","RENT","70744","200xx,DC","17.66","0","0","7","0","19395","41.9","22","6817.09","0","0","0","0","78th week","0","0","36267","46300","1.0"
"28000","28000","28000.0","60 months","BAT3274746","15.61","C","C5","RN","10+ years","MORTGAGE","93000","973xx,OR","11.2","0","1","8","0","33725","91.1","18","6080.89","0","0","0","0","78th week","0","0","263579","37000","1.0"
"21000","21000","21000.0","60 months","BAT5349407","15.61","C","C4","Registered Nurse","4 years","MORTGAGE","75922","341xx,FL","22.78","0","0","18","1","10479","45.6","48","5633.45","0","0","0","0","104th week","0","0","255766","23000","1.0"
"20000","20000","20000.0","36 months","BAT3938478","11.99","B","B3","Sales Manager","5 years","MORTGAGE","155000","840xx,UT","12.28","0","1","13","0","21928","68.3","47","3559.83","0","0","0","0","113th week","0","0","338938","32100","1.0"
"19000","19000","19000.0","36 months","BAT6004464","5.32","A","A1","Software Engineer","1 year","RENT","93000","080xx,NJ","19.38","0","0","24","0","21906","32.2","39","39.3","0","0","0","0","4th week","0","0","75525","68000","1.0"
"25000","25000","25000.0","60 months","BAT3563724","21","E","E1","X-Ray Dept. Mgr.","10+ years","MORTGAGE","78000","913xx,CA","24.98","0","0","19","0","29845","76.5","24","7521.28","0","0","0","0","87th week","0","0","49360","39000","1.0"
"7200","7200","7200.0","36 months","BAT5662637","12.69","C","C2","Foreman","10+ years","MORTGAGE","50000","286xx,NC","20.38","0","1","9","0","17751","63.2","14","357.94","0","0","0","0","22th week","0","0","140015","28100","1.0"
"15000","15000","15000.0","60 months","BAT4818662","13.98","C","C3","Over the Road Driver","4 years","MORTGAGE","48000","462xx,IN","16.65","0","1","9","0","11155","52.4","17","2854.04","0","0","0","0","78th week","0","0","98438","21300","1.0"
"14000","14000","14000.0","36 months","BAT5642237","7.49","A","A4","Doug Fir","7 years","MORTGAGE","40000","972xx,OR","3.93","0","1","10","0","7324","10.6","25","1672.24","0","0","0","0","161th week","0",,"0","0","1.0"
"12000","12000","12000.0","60 months","BAT4711174","14.98","C","C3","Machine Operator","< 1 year","RENT","35000","358xx,AL","11.52","0","2","14","0","9766","34","22","3082.44","0","0","0","0","109th week","0","0","9766","28700","1.0"
"10000","10000","10000.0","36 months","BAT3938478","11.99","B","B3","Sr Technical Consultant","3 years","MORTGAGE","75000","303xx,GA","6.37","0","1","11","0","11874","66.7","12","293.43","0","0","0","0","13th week","0","0","120179","17800","1.0"
"15000","15000","15000.0","36 months","BAT5019662","7.9","A","A4","pasteurizer","10+ years","MORTGAGE","44000","287xx,NC","17.46","0","1","14","0","14708","42.1","26","1624.56","0","0","0","0","100th week","0","0","17615","34900","1.0"
"10000","10000","10000.0","36 months","BAT5241177","13.33","C","C3",,"n/a","MORTGAGE","45000","276xx,NC","22.85","0","1","14","0","8880","47.5","23","310.83","0","0","0","0","13th week","0","0","174159","18700","1.0"
"9000","9000","9000.0","36 months","BAT3554832","17.77","D","D1","Janus","< 1 year","RENT","135000","802xx,CO","6.41","0","0","4","0","14206","78.9","23","871.81","0","0","0","0","30th week","0","0","14206","18000","1.0"
"8000","8000","8000.0","36 months","BAT422167","9.99","B","B3","insurance soecialist","10+ years","RENT","45000","201xx,VA","22.59","3","0","10","1","7594","66","17","423.37","0","0","0","0","31th week","0","81","29823","11500","1.0"
"24000","24000","24000.0","60 months","BAT4268557","19.52","E","E3","Asst. Manage of Road and Drainage","10+ years","MORTGAGE","75000","292xx,SC","27.71","0","0","15","0","16233","66.3","27","3695.16","0","0","0","0","44th week","0","0","151167","24500","1.0"
"12175","12175","12175.0","36 months","BAT4217242","19.47","D","D5","Office Assistant","2 years","RENT","42000","123xx,NY","11.06","0","2","10","1","11243","63.2","37","2631.53","0","0","0","0","70th week","0","0","11243","17800","1.0"
